PC1,PC2,PC3,PC4,PC5
0.691907738457668,-1.3515304597857403,-0.45831783584072794,-0.9853355661036151,-0.49238686467768084
2.6633335463416348,-0.6703268892776015,-0.6035928269819073,-0.5566700505539566,-0.4308794925376682
0.9772512577225918,-1.2418163772190458,0.7112462375929443,-2.1014043836251846,-0.48746885737901724
-0.12498530781408426,-0.05380997089318647,-2.1473140091483676,0.6324521958009123,0.004931921937572822
-0.8171396703312279,1.8412088830375015,-1.5344510038114665,0.12961707855630694,0.008441981442297401
-0.17557665313385826,1.540063587344489,-0.7064210187253341,-0.5066265271030741,0.5300096090818428
0.13491621623957936,0.9036269152346442,-0.8524195692893631,-0.1129936620324275,0.8292858221790709
0.35215549366704085,1.5125496456344418,-0.7710268785612913,-0.006387997998064209,0.3376905104465064
-1.0743393597708684,-0.36332290075880513,0.29271905400931014,-2.212315323793565,0.014654914285500696
0.1345057827240505,-2.069075893781593,0.540738258982589,-2.1984506261569825,0.02935213505342859
-0.3040756781303229,-0.8408802434560659,0.027566102396668495,-1.49484308342887,-0.6800342894107814
-0.7079548005174373,-1.8415907015286865,-0.700549437209015,-1.2023668993530927,-0.49387184604838275
0.4683607054326756,0.1622289060664411,-1.0955215099238336,-0.25866967149808906,0.009471837933370543
4.244687716736512,1.4681219306428717,-1.0503652041639084,0.02575229594069258,0.13252692886148093
3.3498600065408795,1.168182626583234,-0.1986943302321229,-0.7079379842772999,0.10662232745305503
-0.9997960761194543,1.2149798109708547,-4.8334516253694275,3.263733503497544,0.49812221618676883
0.2861699743372049,0.08434969228126075,-2.734988334720572,1.3786127718162617,0.0026536564837873044
2.1459612739391014,0.7401434066141191,-1.3135220595685122,0.12583917753191132,0.07290142970606436
0.9155149222315735,0.32055846874686267,-0.8138824029572002,-0.4009233761504674,0.010787773074095579
1.0493831248408572,1.4377562689635137,-0.13983327922720362,-0.9261797142497403,0.029973268381294656
5.180753478697006,1.2683439939566927,-0.4494656984277719,-0.21297565585932632,0.6462889925490607
-0.6752762610618259,-1.8263612826317248,-0.26270739092919076,-1.6449666115873198,-0.4920565155253375
-0.395380799949892,-1.744598819262857,-2.255961162727005,0.7066789849334553,-0.5015013005234997
-0.7345837978699402,-1.0042824203839398,-1.6690415959516243,0.25686631794015985,-0.7022807212886639
-1.1557502476754011,-0.07876925639492162,-1.0038023361654766,-0.2773085221562868,-0.7016266354034328
-1.2940216374744609,0.09227545299704279,-0.5140602695644719,-0.5961938658359921,-0.5017065596316593
-1.1662444875357465,-0.39182940995902826,-0.35296732988016843,-0.5352353209070783,-0.0025295913727899945
-0.7925235739626655,-1.64037002615277,-0.0345297338338926,-0.6166334205459346,0.6973299638117749
-1.505552691676491,0.558802956298733,-0.2002050729770212,-0.33687644508946124,-1.011537329677803
-1.350223109574941,0.18690903811919202,-0.4829019163521039,0.20133466093034183,-0.413202867521641
-1.1783275929234138,-0.2850162638064113,-0.6859136931925037,0.6536542306163169,0.0845473934035638
-1.0279420536217245,-0.8663572837247329,-0.3604997211791419,0.5382884527477165,0.48401388826417646
-1.0240284082293218,-0.9678517186434751,-0.1536400342055061,0.52370449037556,0.3811089168650984
-1.5819744489623404,0.6493973616559174,-0.03751413248025651,0.5270426781713674,-0.9255714918049891
-1.6299640187378082,0.7419474899106334,0.0651198813607502,0.6245695532361338,-0.8274941005505629
-1.6765541807418465,0.8348799126804258,0.15572334759961515,0.7350256352164141,-0.7294657898286626
-1.0487911376561865,-1.1762661852671084,0.43456772787519315,0.7493010177789796,1.1751805537048465
-1.7258060030632982,0.8247759784044724,0.5400652596126506,0.7376460552348632,-0.7338705832463475
-1.593258505297758,0.34222863381727947,0.6904996800169477,0.8101760301592268,-0.2346196665682234
